"region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt","label"
2.0,0.0,11.0,5.84,2.0,233.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.89,0.05,-1.62,0.9,1.0,1.0,0.0,0.0,-3.0,0
23.0,0.0,97.0,17.01,26.0,231.96,2.0,1.13,0.11,2.19,2.82,0.0,0.0,0.0,0.0,-3.0,1.0,0.13,0.11,2.19,2.82,1.0,0.85,0.06,-1.18,-0.28,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,11.0,5.58,4.0,230.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.6,5.22,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0.0,7.0,4.99,3.0,229.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.6,5.06,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,3.0,4.62,1.0,230.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.03,-2.82,6.22,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,30.0,15.1,7.0,230.71,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.86,0.05,-1.21,-0.09,1.0,1.0,0.0,0.0,-3.0,0
11.0,0.0,128.0,19.16,11.0,229.45,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.88,0.04,-1.44,0.45,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,28.0,14.58,13.0,231.77,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.6,0.86,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,17.0,9.67,4.0,231.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.05,-1.74,1.34,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,155.0,42.56,14.0,231.15,2.0,1.08,0.07,3.18,8.08,0.0,0.0,0.0,0.0,-3.0,1.0,0.08,0.07,3.18,8.08,1.0,0.92,0.04,-2.03,2.57,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64.0,0.0,162.0,30.69,67.0,232.05,2.0,1.05,0.04,4.29,16.38,0.0,0.0,0.0,0.0,-3.0,1.0,0.05,0.04,4.29,16.38,1.0,0.86,0.05,-1.2,-0.24,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,10.0,11.62,1.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.03,-1.78,1.39,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,8.0,6.99,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.24,3.25,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,8.0,9.28,2.0,230.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.04,-1.86,1.75,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,17.0,13.28,3.0,234.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-1.99,2.34,1.0,1.0,0.0,0.0,-3.0,0
8.0,0.0,14.0,8.65,8.0,232.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.03,2.41,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,20.0,9.35,3.0,238.25,2.0,1.5,0.25,0.0,-2.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.5,0.25,0.0,-2.0,1.0,0.91,0.04,-1.77,1.47,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,10.0,7.53,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.0,2.21,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,34.0,16.19,7.0,232.47,3.0,1.4,0.64,1.5,0.25,1.21,0.24,0.23,1.5,0.25,0.97,0.19,0.15,1.5,0.25,1.0,0.95,0.02,-2.83,6.76,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,18.0,9.27,8.0,232.57,2.0,1.14,0.12,2.04,2.17,0.0,0.0,0.0,0.0,-3.0,1.0,0.14,0.12,2.04,2.17,1.0,0.91,0.04,-1.77,1.49,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,0.0,60.0,18.3,16.0,229.88,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.88,0.05,-1.52,0.66,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,9.0,7.49,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.57,4.67,1.0,1.0,0.0,0.0,-3.0,0
15.0,0.0,39.0,17.27,15.0,233.4,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.88,0.05,-1.48,0.52,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,5.24,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.99,7.51,1.0,1.0,0.0,0.0,-3.0,0
12.0,0.0,30.0,12.39,12.0,230.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.05,-1.69,1.11,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,62.0,18.0,13.0,230.15,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.09,2.79,1.0,1.0,0.0,0.0,-3.0,0
10.0,0.0,63.0,13.33,11.0,232.7,2.0,1.1,0.09,2.67,5.11,0.0,0.0,0.0,0.0,-3.0,1.0,0.1,0.09,2.67,5.11,1.0,0.92,0.03,-1.9,1.85,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,16.0,9.86,7.0,229.14,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.04,-1.86,1.74,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,9.0,4.65,2.0,234.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.03,-1.67,0.95,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,21.0,10.55,6.0,229.0,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.91,0.04,-1.85,1.73,1.0,1.0,0.0,0.0,-3.0,0
17.0,0.0,72.0,25.47,18.0,230.0,2.0,1.06,0.06,3.75,12.06,0.0,0.0,0.0,0.0,-3.0,1.0,0.06,0.06,3.75,12.06,1.0,0.86,0.05,-1.24,-0.19,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,5.0,3.1,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.0,7.56,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,7.0,4.28,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.3,16.92,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,5.0,4.34,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.7,5.5,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,17.0,8.76,3.0,236.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.67,1.14,1.0,1.0,0.0,0.0,-3.0,0
15.0,0.0,62.0,17.12,15.0,231.07,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.86,0.05,-1.21,-0.18,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,12.0,5.96,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.65,0.91,1.0,1.0,0.0,0.0,-3.0,0
8.0,0.0,29.0,23.57,8.0,231.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.04,-1.78,1.5,1.0,1.0,0.0,0.0,-3.0,0
68.0,0.01,171.0,24.98,284.0,236.0,45.0,4.18,74.5,3.96,14.95,41.94,2.74,50.48,3.91,15.94,1.0,0.37,0.19,0.37,-1.77,1.0,0.89,0.04,-1.6,0.92,1.0,0.95,0.02,-2.29,4.03,0
3.0,0.0,12.0,6.22,3.0,238.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.92,6.9,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,5.0,4.13,2.0,233.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.23,8.57,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,38.0,15.25,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-1.88,1.76,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,44.0,18.7,10.0,232.57,3.0,1.43,0.53,1.36,0.23,3.41,0.49,1.43,2.04,2.17,1.0,0.26,0.17,1.0,-0.94,1.0,0.89,0.04,-1.66,1.24,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,9.0,6.27,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.44,4.21,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,13.0,8.46,1.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.71,5.87,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0.0,79.0,27.03,3.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.87,0.05,-1.32,0.04,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,5.0,3.76,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.02,-3.33,9.32,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,16.0,10.04,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.22,3.31,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0.0,10.0,6.65,3.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.54,4.81,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,5.0,6.36,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.83,6.16,1.0,1.0,0.0,0.0,-3.0,0
